human_readable_id,title,type,description,frequency,degree,text_unit_ids,suggested_schema_type,canonical_name,keep_in_controlled_kg,record_linkage_group,review_notes
55,P. BIERMAYR,PERSON,"P. Biermayr is an author and recognized research or academic expert who has made significant contributions to the analysis of Austria's photovoltaic (PV) market. As a lead or co-author, P. Biermayr was instrumental in producing the ""Innovative Energietechnologien in Österreich, Marktentwicklung 2023"" report, which was published in 2024 for the BMK (Federal Ministry for Climate Action, Environment, Energy, Mobility, Innovation and Technology). This comprehensive report serves as a key source of market data and analysis for the Austrian PV sector, providing critical insights into the development and trends of innovative energy technologies in Austria. Biermayr’s expertise and leadership in the field are demonstrated through the depth of analysis and authoritative data presented in the report, making him a significant figure in Austria's ongoing energy transition efforts.",2,1,"['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'
 '06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc']",,,,,
56,PHOTOVOLTAIKANLAGEN,ORGANIZATION,"Photovoltaikanlagen (Photovoltaic Installations) refers collectively to all organizations, firms, and actors involved in the deployment, operation, ownership, management, and expansion of photovoltaic systems for electricity generation in Austria. These photovoltaic installations, commonly known as photovoltaic systems, play a central role in harnessing solar energy to produce solar electricity. The term encompasses a broad range of entities, including organizations and operators that are directly responsible for setting up, operating, and maintaining the systems, as well as the entities focused on expanding the reach and efficiency of photovoltaic energy across Austria. As a whole, Photovoltaikanlagen contributes significantly to Austria’s efforts in sustainable electricity generation and the national transition towards renewable energy sources.",2,13,"['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'
 '2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76']",,,,,
57,MEHRFAMILIENHÄUSER,ORGANIZATION,"Mehrfamilienhäuser, or multi-family buildings, refers here to residential organizations or legal entities whose residents are now able to participate in PV generation and community energy initiatives.",1,1,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],,,,,
58,TRANSITION 2040,EVENT,"Transition 2040 is a climate and energy scenario provided by Umweltbundesamt, projecting the trajectory of Austria's electricity system and greenhouse gas emissions up to 2040, informing policy and infrastructure plans.",1,1,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],,,,,
59,ERNEUERBAREN-AUSBAU-GESETZ,ORGANIZATION,"The Austrian Renewable Expansion Act (""Erneuerbaren-Ausbau-Gesetz"", EAG) is a law regulating and promoting the growth of renewable energies, including PV, setting specific targets and subsidy frameworks.",1,5,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],,,,,
60,STROMNETZ,ORGANIZATION,"The public electricity grid (Stromnetz) in Austria is the infrastructure network that distributes electricity, crucial for connecting PV installations and ensuring electricity delivery to consumers nationwide.",1,6,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],,,,,
61,TEILNEHMER:INNEN MEHRFAMILIENHÄUSER,PERSON,Residents of multi-family buildings (Teilnehmer:innen Mehrfamilienhäuser) in Austria who are participants in the energy transition by utilizing PV and energy community models.,1,1,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],,,,,
62,BETREIBER:INNEN DER PV-ANLAGEN,PERSON,"Operators or owners of PV installations (Betreiber:innen der PV-Anlagen) are individuals or companies who directly operate photovoltaic systems, participating in energy markets.",1,1,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],,,,,
63,BÜRGER:INNEN,PERSON,"BÜRGER:INNEN refers to Austrian citizens who are recognized as central stakeholders and beneficiaries in the country’s energy transition, particularly within the context of decentralized energy generation and energy communities. These citizens are not only the end-users of energy but are also increasingly viewed as direct beneficiaries of innovative energy community and participation models, notably in the photovoltaic (PV) sector. Through evolving strategies and incentives, BÜRGER:INNEN are being encouraged and empowered to take a more active role in the energy sector, fostering broader participation in renewable energy projects and energy markets. As such, they are being positioned as both active participants and key drivers in Austria’s shift toward more sustainable and community-oriented energy solutions. By participating in energy communities and decentralized generation initiatives, citizens contribute directly to the success of the PV energy transition and the broader aims of renewable energy adoption across Austria.",4,5,"['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'
 '06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'
 'dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'
 '05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5']",,,,,
64,UNTERNEHMEN,ORGANIZATION,"UNTERNEHMEN refers to companies (corporate entities) operating in Austria, encompassing both large corporations and small businesses. These companies are notable for integrating smart energy management systems and photovoltaic (PV) installations into their daily operations and overall energy usage. The term generally applies to businesses that are actively engaged in advanced and sustainable practices, particularly in the fields of sustainability, energy, and financial markets. Austrian Unternehmen are distinguished by their commitment to optimizing energy efficiency and embracing renewable energy solutions, reflecting a broader trend toward sustainable development and innovation within the Austrian business sector.",2,3,"['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'
 '7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052']",,,,,
65,FORSCHUNGSEINRICHTUNGEN,ORGANIZATION,Research institutions (Forschungseinrichtungen) in Austria leading the advancement of PV and renewable energy-related technologies and innovation.,1,3,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],,,,,
66,PHOTOVOLTAIK,EVENT,"PHOTOVOLTAIK refers to the deployment and expansion of photovoltaic (PV) technology in Austria, which is recognized as a key milestone and ongoing process in the country’s pursuit of climate neutrality. The strategic growth of PV systems is regarded as a central component in achieving Austria's energy transition objectives. It not only enables the reduction of greenhouse gas emissions but also boosts the nation’s energy sovereignty by increasing the share of domestically produced renewable energy. Furthermore, the expansion of photovoltaic technologies supports a wide array of economic, technological, and social sectors. It contributes to sustainable economic development by fostering job creation, stimulating technological innovation, and securing Austria's leadership role in renewable energy. Socially, the proliferation of PV systems encourages public participation in the energy transition, enhances local resilience, and promotes sustainable practices across communities. Overall, PHOTOVOLTAIK plays a crucial role in Austria's efforts to meet its climate targets and support the broader transition to a sustainable energy future.",2,5,"['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'
 '05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5']",,,,,
67,WOHNUNGSEIGENTUMSGESETZ,EVENT,"The Wohnungseigentumsgesetz (Housing Property Act or Austrian Home Ownership Act) is a piece of legislation in Austria that governs property ownership, particularly in the context of apartments, row houses, and individual buildings. In January 2022, the Wohnungseigentumsgesetz was amended to introduce significant simplifications for the construction of photovoltaic (solar) installations. These changes were specifically designed to make it easier for property owners in terraced houses (row houses) and detached (single) buildings to install photovoltaic systems. The amendments aim to promote sustainable energy solutions by reducing bureaucratic obstacles and streamlining the approval process for such installations, thereby supporting Austria's climate and energy goals.",2,5,"['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'
 '23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24']",,,,,
68,ELEKTRIZITÄTSWIRTSCHAFTSGESETZ,EVENT,"The Electricity Management Act, a legislative package in Austria under review in early 2024, intended to further regulate and promote the expansion and management of the electrical power industry, especially concerning photovoltaics.",1,1,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],,,,,
69,INNOVATIVE UNTERNEHMEN,ORGANIZATION,"Austrian innovative companies that operate in the photovoltaic sector, driving technological advances, industrial production, and economic value creation within the country.",1,1,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],,,,,
70,ÖSTERREICHISCHE WIRTSCHAFT,ORGANIZATION,"The Austrian economy, which benefits from the expansion of photovoltaics through increased value creation, lower and more reliable electricity prices, and a strengthened business location.",1,1,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],,,,,
71,BEVÖLKERUNG,PERSON,"The population of Austria, regarded as an active participant in the energy transition and beneficiary of increased energy sovereignty and affordable energy due to expanded photovoltaic use.",1,1,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],,,,,
72,PRODUZENT:INNEN,PERSON,"Producers (manufacturers) in Austria’s photovoltaic industry, including internationally operating specialists, contributing to domestic value creation and employment.",1,1,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],,,,,
73,PV-INDUSTRIE,ORGANIZATION,"PV-INDUSTRIE refers to the photovoltaic industry sector in Austria, which includes a wide array of businesses, companies, and organizations engaged in the industrial-scale manufacturing, deployment, research, and maintenance of photovoltaic systems. This sector encompasses all activities involved in the production of photovoltaic components and systems, the delivery and installation of solar technology, as well as ongoing operational support. PV-INDUSTRIE represents the collective efforts of Austrian manufacturers, service providers, and research institutions dedicated to advancing and expanding photovoltaic technology throughout the country.",2,5,"['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'
 '9ce049a98570c6bf53cf9e547168db075af2795fa519422bd27a2c9aa5b490c4b26aef25883802c4d8eb6e4dcb09c866e7d31677352f7beb6c4f9fcbbcc75e9b']",,,,,
74,GEWERBE,ORGANIZATION,"Commercial trades and businesses working alongside the PV industry, providing skilled employment and supporting the sector’s growth in Austria.",1,1,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],,,,,
75,PRIVATPERSONEN,PERSON,Private individuals in Austria who are targeted by policy incentives to install photovoltaic systems and thus play a pivotal role in decentralized energy production.,1,1,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],,,,,
76,ELEKTRIZITÄTSWIRTSCHAFTSGESETZ (ELWG),EVENT,"The Elektrizitätswirtschaftsgesetz (ELWG), also known as the Austrian Electricity Industry Act, is a newly established and recently updated legislative framework governing the Austrian electricity industry. As of early 2024, the ElWG is under review and introduces a comprehensive set of contemporary regulations designed to address the evolving challenges facing the electricity sector. Central to its purpose is the facilitation of grid connection for renewable energy plants, including photovoltaic systems, reflecting Austria's commitment to expanding the role of renewables in its energy mix.

The ELWG sets out clear rules and requirements for the management and operation of the electricity grid, with a focus on promoting the integration of renewable energy sources. To this end, the Act introduces measures that enhance market transparency, create new roles within the electricity market, and provide increased flexibility, all aimed at accelerating the deployment of renewable energy systems. The legislation is intended to support the faster and more efficient integration of renewables by removing barriers to grid access and establishing a supportive regulatory environment.

Overall, the Elektrizitätswirtschaftsgesetz (ELWG) positions Austria’s electricity industry for a sustainable future by modernizing its legal framework, streamlining the integration of renewable energy technologies, and fostering a transparent, flexible, and innovation-friendly electricity market.",3,5,"['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'
 '41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912'
 '6a1a5132f360531b1174e0eac2b2c5b6ece3b0771a8037231306baf0af8e8ca23de435f581fc62d6794cab81a5dadf3235b66eda56c331a0043621c688fbe302']",,,,,
77,ERNEUERBAREN-AUSBAU-BESCHLEUNIGUNGSGESETZ (E-ABG),EVENT,The Renewable Expansion Acceleration Act is in preparation to accelerate procedures for the establishment of photovoltaic systems and the necessary infrastructures for the energy transition.,1,2,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'],,,,,
78,BUND,ORGANIZATION,"The federal government of Austria, which collaborates with the states (Bundesländer) to achieve national renewable energy and electricity consumption goals.",1,14,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'],,,,,
79,BUND-LÄNDER-DIALOG ERNEUERBARE ENERGIE,ORGANIZATION,A cooperation committee between the federal government (Bund) and the federal states (Bundesländer) aiming to reach national targets for renewable energy through joint strategy development and ongoing evaluation.,1,3,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'],,,,,
80,LANDESENERGIEREFERENT:INNEN,PERSON,Regional energy ministers or representatives from the Austrian states involved in the decision to establish the Bund-Länder-Dialog for Renewable Energy.,1,1,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'],,,,,
81,EU,ORGANIZATION,"The European Union (EU) is a political and economic union composed primarily of European countries. It plays a central role in shaping regulations, laws, and strategies aimed at promoting sustainable energy production, driving the energy transition, and fostering competitive industries across its member states. The EU is known for orchestrating comprehensive policy initiatives, such as the Net Zero Industry Act and the EU-Taxonomy, which are designed to boost clean technology production and provide financial support to sustainable industries. Notably, the EU provides guidance, funding, and strategic support to individual member states—such as Austria—to facilitate their green transformation efforts.

In addition to engineering collaborative efforts among its members, the EU establishes directives and renaturation goals with significant impacts on national policies concerning energy performance, conservation, and the expansion of renewable energy sources. These directives ensure that member states align with broader environmental, economic, and sustainability objectives set forth by the union. Through these multifaceted actions, the European Union continues to be a key orchestrator of Europe’s collective response to climate change, industrial competitiveness, and the advancement of a sustainable, low-carbon future for its members.",3,8,"['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'
 '7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052'
 '9ce049a98570c6bf53cf9e547168db075af2795fa519422bd27a2c9aa5b490c4b26aef25883802c4d8eb6e4dcb09c866e7d31677352f7beb6c4f9fcbbcc75e9b']",,,,,
82,KLIMAMODELLREGIONEN,GEO,Designated climate model regions in Austria intended to be advanced as leading regions for ambitious PV generation and ecological practices.,1,2,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'],,,,,
83,LANDWIRTSCHAFT,ORGANIZATION,"The agricultural sector, identified as a key player for implementing and benefiting from Agri-PV systems which enable dual land use and increased efficiency.",1,1,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'],,,,,
84,ENERGY PERFORMANCE OF BUILDINGS DIRECTIVE,EVENT,"A legal directive of the European Union, as of April 12, 2024, requiring certain energy performance standards (including PV mandates) for buildings.",1,1,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'],,,,,
85,PV-ANLAGEN,EVENT,"PV-ANLAGEN refers to the deployment, installation, expansion, and operation of photovoltaic (solar) installations in Austria. These PV systems are a central component of Austria's transition to renewable energy, known as the Energiewende. The integration of photovoltaic installations is considered a significant event within the transformation of Austria's renewables sector, highlighting their essential role in increasing renewable energy production across the country. By harnessing solar power, PV-ANLAGEN contribute substantially to Austria’s commitment to reducing carbon emissions and achieving a more sustainable energy future.",2,7,"['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'
 '6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a']",,,,,
86,PV-FREIFLÄCHENANLAGEN,EVENT,"The implementation of large-scale ground-mounted photovoltaic systems, including regulations and incentives for such installations.",1,1,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'],,,,,
87,PV-DACHGÄRTEN,EVENT,A strategy or event referring to the construction of photovoltaic rooftop gardens aimed at ecological benefits and urban greening in Austria.,1,2,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'],,,,,
88,GRÜNDACH,EVENT,"The implementation of green roofs, sometimes in combination with PV for mutually reinforcing environmental and energy benefits.",1,1,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'],,,,,
89,NATUR,GEO,Natural landscapes and environments which are to be protected and integrated into renewable energy planning in Austria.,1,1,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'],,,,,
90,RAUM,GEO,"Represents spatial planning areas within Austria, crucial for renewable energy infrastructure and building developments.",1,1,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'],,,,,
91,GEBÄUDE,GEO,"Buildings in Austria, subject to new or updated regulations for renewable energy integration, such as PV obligations on new construction and renovations.",1,3,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'],,,,,
92,PARKPLÄTZE,GEO,Parking areas within Austria being considered for mandatory photovoltaic installations to utilize already sealed surfaces for renewable energy.,1,2,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'],,,,,
93,VERTEILERNETZ,ORGANIZATION,"The distribution network for electricity in Austria, key to implementing transparency measures and facilitating grid access for new PV systems.",1,1,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'],,,,,
94,NETZENTWICKLUNGSPLÄNE,EVENT,Publication and planning events where grid development plans are made available to guide Photovoltaic (PV) growth.,1,1,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'],,,,,
95,REIHENHÄUSER,GEO,"Terraced houses in Austria, now benefiting from regulatory simplification for PV installation.",1,1,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'],,,,,
96,EINZELGEBÄUDE,GEO,"Individual buildings in Austria, affected by new guidelines making it easier to mount PV systems.",1,1,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'],,,,,
97,NEUBAU,EVENT,"Construction of new buildings in Austria, increasingly subject to PV installation mandates.",1,1,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'],,,,,
98,SANIERUNG,EVENT,"Renovation events on buildings in Austria, which now often trigger solar/PV installation requirements.",1,1,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'],,,,,
99,BIODIVERSITÄT,EVENT,"The process or outcome of enhancing biodiversity, especially through PV design and land use, aligning with national and EU renaturation goals.",1,1,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'],,,,,
100,RENATURIERUNGSZIELE,EVENT,"EU-wide and national restoration goals aiming to enhance biodiversity and natural habitats, with which PV projects must align.",1,1,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'],,,,,
101,VERSIEGELTE FLÄCHEN,GEO,"Already-sealed (e.g. paved, built-upon) surfaces in Austria, targeted for renewable energy installations to optimize existing land use.",1,1,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'],,,,,
102,FÖRDERMITTEL,EVENT,The process/event of distributing funding or subsidies to promote the deployment and integration of PV and other renewable technologies.,1,1,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'],,,,,
103,EUROPAPARLAMENT,ORGANIZATION,"European Parliament, legislative body of the EU, passed resolutions supporting nature protection and renewable energy measures, including the Nature Restoration Law.",1,2,['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912'],,,,,
104,RED III,EVENT,"RED III, or the Renewable Energy Directive III, is a significant legislative act within the European Union, formally known as Directive (EU) 2023/2413. It amends several previous directives with the overarching goal of promoting the use of energy from renewable sources throughout the EU. Under RED III, member states are required to identify and define renewables acceleration areas—specific regions prioritized for renewable energy development. Additionally, the directive mandates that each member state must present strategic plans for advancing renewable energy initiatives, which includes setting and adhering to specific implementation deadlines. Through these measures, RED III seeks to accelerate the EU’s transition to renewable energy, ensuring coordinated and timely progress across all member states.",2,5,"['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912'
 '6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a']",,,,,
105,NATURE RESTORATION LAW,EVENT,An EU law debated and supported by the European Parliament (as of July 2023) aimed at protecting and restoring nature and biodiversity within the EU.,1,1,['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912'],,,,,
106,ERNEUERBAREN-AUSBAU-BESCHLEUNIGUNGSGESETZ (EABG),EVENT,"Austrian Renewable Expansion Acceleration Act (EABG) seeks to simplify and accelerate permitting and development of renewable energy facilities, including PV, within Austria.",1,0,['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912'],,,,,
107,ÖKODESIGN-RICHTLINIE,EVENT,"EU Ecodesign Directive, a regulatory framework for improving the environmental performance of products, now expanded to include a life-cycle approach and applies to the photovoltaic sector.",1,1,['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912'],,,,,
108,"HACKNER, JOHANNES",PERSON,"Johannes Hackner is an individual recognized for his expertise in the field of renewable energy in Austria. He is identified as an author of the study ""Anschluss erneuerbare Energien,"" which analyzes the challenges and requirements for grid connection of renewable energy facilities in Austria. In addition, Johannes Hackner is cited as an author or contributor to various expert documents and studies focusing on photovoltaic (PV) systems and renewable energy in Austria, demonstrating his involvement in the advancement and analysis of renewable energy integration and grid management within the country.",2,5,"['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912'
 '6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a']",,,,,
109,EPOOL,ORGANIZATION,"EPOOL is an Austrian organization actively engaged in renewable energy research, advocacy, and consultancy. The organization has been specifically referenced in connection with reports and studies concerning photovoltaic (PV) installation and the broader field of renewable energy within Austria. EPOOL has contributed to research on renewable energy grid connections, notably through its involvement in the study titled ""Anschluss erneuerbare Energien."" The group works closely with entities such as PV Austria, supporting the development, integration, and policy advancement of renewable energy solutions in the country. By participating in key studies and providing expertise, EPOOL plays a significant role in advancing Austria's renewable energy sector, particularly in the integration and connection of renewable sources such as solar PV to the national grid.",3,5,"['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912'
 '6a1a5132f360531b1174e0eac2b2c5b6ece3b0771a8037231306baf0af8e8ca23de435f581fc62d6794cab81a5dadf3235b66eda56c331a0043621c688fbe302'
 '6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a']",,,,,
